date,workload,spend_on_demand,spend_savings_plan,spend_reserved_instance
2023-01-01,1024.8357076505617,122.98028491806741,81.98685661204495,61.490142459033706
2023-01-02,997.1643018244372,119.65971621893246,79.77314414595497,59.82985810946623
2023-01-03,1040.5386955676888,124.86464346812265,83.24309564541511,62.432321734061325
2023-01-04,1088.3809832827528,130.60571799393034,87.07047866262023,65.30285899696517
2023-01-05,1004.5947491226656,120.55136989471987,80.36757992981325,60.275684947359935
2023-01-06,1008.6654392612636,121.03985271135163,80.6932351409011,60.519926355675814
2023-01-07,1103.3989761502116,132.40787713802538,88.27191809201693,66.20393856901269
2023-01-08,1066.8715374098963,128.02458448918756,85.34972299279171,64.01229224459378
2023-01-09,1009.0822041972111,121.08986450366532,80.7265763357769,60.54493225183266
2023-01-10,1063.7339464155307,127.64807356986368,85.09871571324246,63.82403678493184
2023-01-11,1017.4782215828097,122.09738658993716,81.39825772662478,61.04869329496858
2023-01-12,1021.3981668538064,122.56778002245676,81.71185334830452,61.28389001122838
2023-01-13,1060.8099500740484,127.29719400888581,84.86479600592388,63.648597004442905
2023-01-14,957.0658896928096,114.84790676313715,76.56527117542477,57.42395338156857
2023-01-15,970.4922117099368,116.4590654051924,77.63937693679495,58.2295327025962
2023-01-16,1032.6213196996964,123.91455836396356,82.60970557597571,61.95727918198178
2023-01-17,1014.0803829673329,121.68964595607994,81.12643063738663,60.84482297803997
2023-01-18,1084.4084603754143,130.12901524504971,86.75267683003314,65.06450762252486
2023-01-19,1027.2562221955634,123.2707466634676,82.18049777564508,61.6353733317338
2023-01-20,1005.9900199198917,120.718802390387,80.47920159359134,60.3594011951935
2023-01-21,1153.8211425776174,138.45853710931408,92.30569140620939,69.22926855465704
2023-01-22,1073.168385954173,128.78020631450073,85.85347087633383,64.39010315725037
2023-01-23,1091.7363877796622,131.00836653355947,87.33891102237298,65.50418326677973
2023-01-24,1021.0089111971544,122.52106934365852,81.68071289577234,61.26053467182926
2023-01-25,1068.8963851855444,128.26756622226532,85.51171081484355,64.13378311113266
2023-01-26,1105.5130063678691,132.6615607641443,88.44104050942953,66.33078038207215
2023-01-27,1046.250009961599,125.55000119539189,83.70000079692792,62.77500059769594
2023-01-28,1126.3981655881157,135.1677798705739,90.11185324704925,67.58388993528695
2023-01-29,1081.3749830088793,129.76499796106552,86.50999864071035,64.88249898053276
2023-01-30,1100.5952788567176,132.0714334628061,88.04762230853741,66.03571673140306
2023-01-31,1088.8464057011608,130.6615686841393,87.10771245609287,65.33078434206965
2023-02-01,1215.2754680515177,145.8330561661821,97.22203744412141,72.91652808309105
2023-02-02,1125.6939105758122,135.08326926909746,90.05551284606497,67.54163463454873
2023-02-03,1077.1671734504475,129.2600608140537,86.17337387603581,64.63003040702685
2023-02-04,1174.840000207421,140.98080002489053,93.98720001659369,70.49040001244526
2023-02-05,1076.3060520318563,129.15672624382276,86.1044841625485,64.57836312191138
2023-02-06,1151.4017053146688,138.16820463776025,92.1121364251735,69.08410231888013
2023-02-07,1046.559494856108,125.58713938273294,83.72475958848864,62.79356969136647
2023-02-08,1081.6917395379508,129.8030087445541,86.53533916303606,64.90150437227705
2023-02-09,1161.4750989848108,139.37701187817729,92.91800791878487,69.68850593908864
2023-02-10,1192.0587125181426,143.0470455021771,95.3646970014514,71.52352275108855
2023-02-11,1167.1789000592123,140.06146800710547,93.37431200473699,70.03073400355274
2023-02-12,1156.2743439210174,138.75292127052208,92.50194751368139,69.37646063526104
2023-02-13,1150.4184368091862,138.05021241710233,92.0334749447349,69.02510620855116
2023-02-14,1094.934407788509,131.39212893462107,87.59475262308071,65.69606446731053
2023-02-15,1136.224644320963,136.34695731851556,90.89797154567705,68.17347865925778
2023-02-16,1152.510173936849,138.30122087242188,92.20081391494793,69.15061043621094
2023-02-17,1231.691849657526,147.80302195890312,98.53534797260208,73.90151097945156
2023-02-18,1199.2781139848355,143.91337367818025,95.94224911878685,71.95668683909012
2023-02-19,1097.1739649077824,131.66087578893388,87.77391719262259,65.83043789446694
2023-02-20,1204.7257427225811,144.56708912670973,96.3780594178065,72.28354456335487
2023-02-21,1172.4292964524527,140.69151557429433,93.79434371619622,70.34575778714716
2023-02-22,1160.9649775456176,139.3157973054741,92.8771982036494,69.65789865273705
2023-02-23,1228.4878763154802,147.4185451578576,98.27903010523842,73.7092725789288
2023-02-24,1252.5118661705403,150.30142394046484,100.20094929364323,75.15071197023242
2023-02-25,1250.5481050860767,150.0657726103292,100.04384840688614,75.0328863051646
2023-02-26,1165.009360573014,139.80112326876167,93.20074884584112,69.90056163438084
2023-02-27,1194.459242360715,143.3351090832858,95.55673938885721,71.6675545416429
2023-02-28,1229.3957130733759,147.5274855688051,98.35165704587007,73.76374278440255
2023-03-01,1264.4851142028942,151.73821370434732,101.15880913623154,75.86910685217366
2023-03-02,1194.586689426374,143.35040273116488,95.56693515410993,71.67520136558244
2023-03-03,1212.0618254131382,145.44741904957658,96.96494603305106,72.72370952478829
2023-03-04,1168.7888415678456,140.25466098814147,93.50310732542765,70.12733049407073
2023-03-05,1167.0171432436027,140.0420571892323,93.36137145948823,70.02102859461615
2023-03-06,1270.136354504395,152.4163625405274,101.6109083603516,76.2081812702637
2023-03-07,1299.9650067517516,155.9958008102102,103.99720054014013,77.9979004051051
2023-03-08,1231.1554541763737,147.73865450116483,98.4924363341099,73.86932725058242
2023-03-09,1287.4952449170173,154.49942939004208,102.99961959336139,77.24971469502104
2023-03-10,1257.922409664114,150.95068915969367,100.63379277312912,75.47534457984683
2023-03-11,1210.0656935204815,145.20788322245778,96.80525548163853,72.60394161122889
2023-03-12,1262.831306772339,151.53975681268068,101.02650454178713,75.76987840634034
2023-03-13,1324.0616926476837,158.88740311772204,105.9249354118147,79.44370155886102
2023-03-14,1247.7251252512956,149.72701503015546,99.81801002010366,74.86350751507773
2023-03-15,1330.0631427873163,159.60757713447796,106.40505142298531,79.80378856723898
2023-03-16,1123.1159647962627,134.77391577555153,89.84927718370102,67.38695788777576
2023-03-17,1297.4281022711916,155.691372272543,103.79424818169534,77.8456861362715
2023-03-18,1262.8723669913431,151.54468403896118,101.02978935930746,75.77234201948059
2023-03-19,1245.7137571452604,149.48565085743124,99.65710057162083,74.74282542871562
2023-03-20,1267.353156953087,152.08237883437042,101.38825255624695,76.04118941718521
2023-03-21,1165.4443688058736,139.85332425670484,93.23554950446989,69.92666212835242
2023-03-22,1255.8534529185567,150.7024143502268,100.46827623348454,75.3512071751134
2023-03-23,1286.6632913177134,154.3995949581256,102.93306330541708,77.1997974790628
2023-03-24,1344.629222285107,161.35550667421285,107.57033778280856,80.67775333710642
2023-03-25,1246.703980497975,149.60447765975698,99.736318439838,74.80223882987849
2023-03-26,1234.031781876206,148.08381382514472,98.72254255009648,74.04190691257236
2023-03-27,1251.1634779226627,150.1396173507195,100.09307823381302,75.06980867535975
2023-03-28,1323.7721128345984,158.8526535401518,105.90176902676787,79.4263267700759
2023-03-29,1296.1459724362464,155.53751669234956,103.69167779489972,77.76875834617478
2023-03-30,1254.8824874316429,150.58589849179714,100.39059899453143,75.29294924589857
2023-03-31,1308.6515712479015,157.03818854974818,104.69212569983212,78.51909427487409
2023-04-01,1289.415364130288,154.72984369563457,103.15322913042304,77.36492184781729
2023-04-02,1334.5225853125964,160.14271023751158,106.76180682500772,80.07135511875579
2023-04-03,1252.4720823894877,150.29664988673852,100.19776659115902,75.14832494336926
2023-04-04,1272.6315865179808,152.7157903821577,101.81052692143847,76.35789519107885
2023-04-05,1270.804814885534,152.49657778626406,101.66438519084272,76.24828889313203
2023-04-06,1218.5856053872108,146.2302726464653,97.48684843097686,73.11513632323265
2023-04-07,1307.8741412399834,156.944896948798,104.62993129919867,78.472448474399
2023-04-08,1307.3833658573492,156.8860039028819,104.59066926858793,78.44300195144095
2023-04-09,1295.8045192651066,155.4965423118128,103.66436154120854,77.7482711559064
2023-04-10,1284.9935854327534,154.1992302519304,102.79948683462028,77.0996151259652
2023-04-11,1227.084447394444,147.25013368733326,98.16675579155552,73.62506684366663
2023-04-12,1277.9068157780414,153.34881789336495,102.23254526224332,76.67440894668248
2023-04-13,1282.8456298520148,153.94147558224176,102.62765038816119,76.97073779112088
2023-04-14,1260.8660766267199,151.30392919520636,100.8692861301376,75.65196459760318
2023-04-15,1293.8706968121528,155.26448361745832,103.50965574497222,77.63224180872916
2023-04-16,1323.0491855953053,158.76590227143663,105.84393484762442,79.38295113571832
2023-04-17,1398.0243892339765,167.76292670807717,111.84195113871813,83.88146335403859
2023-04-18,1313.269413105676,157.5923295726811,105.06155304845409,78.79616478634055
2023-04-19,1318.2006457233156,158.18407748679786,105.45605165786525,79.09203874339893
2023-04-20,1302.3408208049625,156.28089849659548,104.187265664397,78.14044924829774
2023-04-21,1210.8221567951985,145.2986588154238,96.86577254361588,72.6493294077119
2023-04-22,1306.0904717540484,156.7308566104858,104.48723774032388,78.3654283052429
2023-04-23,1311.0412199189334,157.324946390272,104.88329759351467,78.662473195136
2023-04-24,1431.7637162171497,171.81164594605795,114.54109729737198,85.90582297302898
2023-04-25,1299.5140944867173,155.9416913384061,103.96112755893739,77.97084566920304
2023-04-26,1324.6989588820202,158.96387506584242,105.97591671056162,79.48193753292121
2023-04-27,1308.3346673449219,157.00016008139062,104.66677338759375,78.50008004069531
2023-04-28,1252.044543243399,150.24534518920788,100.16356345947192,75.12267259460394
2023-04-29,1367.9876225712815,164.15851470855378,109.43900980570253,82.07925735427689
2023-04-30,1348.771351723678,161.85256220684136,107.90170813789425,80.92628110342068
2023-05-01,1351.0150431027193,162.1218051723263,108.08120344821755,81.06090258616315
2023-05-02,1266.243703680819,151.94924444169826,101.29949629446551,75.97462222084913
2023-05-03,1382.0636768280704,165.84764121936843,110.56509414624563,82.92382060968421
2023-05-04,1242.00392785626,149.04047134275118,99.3603142285008,74.52023567137559
2023-05-05,1341.5738822859942,160.9888658743193,107.32591058287953,80.49443293715964
2023-05-06,1421.8507856559363,170.62209427871235,113.7480628524749,85.31104713935618
2023-05-07,1262.8610094643152,151.54332113571783,101.02888075714522,75.77166056785892
2023-05-08,1284.0960306086333,154.091523673036,102.72768244869067,77.045761836518
2023-05-09,1317.3802830340294,158.0856339640835,105.39042264272236,79.04281698204176
2023-05-10,1287.174883152709,154.46098597832508,102.97399065221673,77.23049298916254
2023-05-11,1234.7310564592485,148.16772677510983,98.77848451673988,74.08386338755491
2023-05-12,1315.5730181557265,157.86876217868718,105.24584145245812,78.93438108934359
2023-05-13,1258.875882902266,151.06510594827193,100.71007063218129,75.53255297413597
2023-05-14,1335.4829357911715,160.25795229494057,106.83863486329372,80.12897614747028
2023-05-15,1265.6108935048317,151.8733072205798,101.24887148038654,75.9366536102899
2023-05-16,1388.8246704127037,166.65896044952444,111.10597363301629,83.32948022476222
2023-05-17,1271.878702943057,152.62544435316684,101.75029623544457,76.31272217658342
2023-05-18,1294.6198096738885,155.35437716086662,103.56958477391109,77.67718858043331
2023-05-19,1351.048902329247,162.12586827950963,108.08391218633977,81.06293413975482
2023-05-20,1248.4491664871928,149.81389997846313,99.87593331897543,74.90694998923156
2023-05-21,1320.9544607091957,158.51453528510348,105.67635685673565,79.25726764255174
2023-05-22,1374.4979891020644,164.93975869224772,109.95983912816516,82.46987934612386
2023-05-23,1228.2969565236244,147.39563478283492,98.26375652188996,73.69781739141746
2023-05-24,1317.404539841813,158.08854478101756,105.39236318734504,79.04427239050878
2023-05-25,1320.640767892364,158.47689214708367,105.65126143138912,79.23844607354184
2023-05-26,1346.1842047176688,161.54210456612026,107.6947363774135,80.77105228306013
2023-05-27,1244.6652174046528,149.35982608855832,99.57321739237223,74.67991304427916
2023-05-28,1239.883488095742,148.78601857148902,99.19067904765936,74.39300928574451
2023-05-29,1331.3714596662996,159.76457515995594,106.50971677330398,79.88228757997797
2023-05-30,1319.4668049263064,158.33601659115675,105.55734439410452,79.16800829557837
2023-05-31,1316.4611686847543,157.97534024217052,105.31689349478035,78.98767012108526
2023-06-01,1320.5543015300184,158.4665161836022,105.64434412240148,79.2332580918011
2023-06-02,1268.5030818003545,152.22036981604253,101.48024654402836,76.11018490802127
2023-06-03,1313.3671502463876,157.60405802956652,105.06937201971101,78.80202901478326
2023-06-04,1315.6366225976685,157.87639471172022,105.25092980781348,78.93819735586011
2023-06-05,1264.4730193662267,151.7367623239472,101.15784154929814,75.8683811619736
2023-06-06,1392.6666429107095,167.11999714928513,111.41333143285676,83.55999857464256
2023-06-07,1322.2373102015408,158.6684772241849,105.77898481612327,79.33423861209245
2023-06-08,1238.1293455823502,148.575521469882,99.05034764658802,74.287760734941
2023-06-09,1329.6528620099223,159.55834344119066,106.37222896079379,79.77917172059533
2023-06-10,1247.2042648086103,149.66451177703323,99.77634118468883,74.83225588851661
2023-06-11,1334.3889567955907,160.1266748154709,106.75111654364726,80.06333740773545
2023-06-12,1352.0448063096046,162.24537675715254,108.16358450476837,81.12268837857627
2023-06-13,1252.1458503343395,150.25750204012073,100.17166802674716,75.12875102006036
2023-06-14,1340.3990699804565,160.84788839765477,107.23192559843652,80.42394419882739
2023-06-15,1311.905690075336,157.4286828090403,104.95245520602688,78.71434140452016
2023-06-16,1331.3928435767154,159.76714122920586,106.51142748613724,79.88357061460293
2023-06-17,1384.1402207986282,166.0968264958354,110.73121766389026,83.0484132479177
2023-06-18,1276.0301824883477,153.12362189860173,102.08241459906782,76.56181094930086
2023-06-19,1249.6008169926895,149.95209803912275,99.96806535941516,74.97604901956137
2023-06-20,1241.7897039702864,149.01476447643435,99.34317631762292,74.50738223821718
2023-06-21,1244.443220815979,149.33318649791747,99.55545766527833,74.66659324895873
2023-06-22,1280.3382174429646,153.64058609315575,102.42705739543717,76.82029304657787
